set 	title 'Candlesticks' font ',18'
set 	terminal wxt size 1300,600
set style line 5 lt rgb 'cyan' lw 5 pt 6
set style fill empty
plot '-' with financebars, '-' lw 1 lc rgb 'blue' with lines, '-' lw 1 lc rgb 'orange' with lines, '-' lw 1 lc rgb 'green' with lines
1584993600000 -1.8643301620628905 -1.8294613364120664 -1.8662675214031166 -1.8357113567572378
1585008000000 -1.8325814637483102 -1.8257299887992084 -1.868856519613022 -1.8611095473628483
1585022400000 -1.8604666672378458 -1.8375940055718543 -1.8779711660471203 -1.8553384508709263
1585036800000 -1.8553384508709263 -1.8078888511579385 -1.8566180415765514 -1.830084583549723
e
1580716800000 -1.3834982738178894
1580731200000 -1.3657077275115024
1580745600000 -1.351313392224645
1580760000000 -1.3356012468043725
1580774400000 -1.3470736479666092
1580788800000 -1.2946271725940668
1580803200000 -1.2837377727947985
1580817600000 -1.293168383130407
1580832000000 -1.2736802167507564
1580846400000 -1.271538123821702
1580860800000 -1.2765434971607714
1580875200000 -1.303056762549835
1580889600000 -1.3141597633606916
1580904000000 -1.2833768271132042
1580918400000 -1.2917117186339429
1580932800000 -1.2898938668335755
1580947200000 -1.290620611051608
1580961600000 -1.2826553263604048
1580976000000 -1.2608959517255571
1580990400000 -1.2591332155032116
1581004800000 -1.2454894845288695
1581019200000 -1.243406873571343
1581033600000 -1.2458370084246349
1581048000000 -1.2272414312652902
1581062400000 -1.1973282616072674
1581076800000 -1.1708604528757338
1581091200000 -1.1555001508751581
1581105600000 -1.163470861016606
1581120000000 -1.1963353771967247
1581134400000 -1.18025627770862
1581148800000 -1.1698934906730734
1581163200000 -1.1669982015345746
1581177600000 -1.1555001508751581
1581192000000 -1.1796054478776414
1581206400000 -1.173443599291113
1581220800000 -1.1510641486705337
1581235200000 -1.11382745447459
1581249600000 -1.115351612672408
1581264000000 -1.0906441190189327
1581278400000 -1.0755795895575369
1581292800000 -1.0921333225704004
1581307200000 -1.1141321003261466
1581321600000 -1.1596369905058843
1581336000000 -1.0966142860054366
1581350400000 -1.0711916930921175
1581364800000 -1.025826618942462
1581379200000 -1.0373290602512113
1581393600000 -1.0706080922585124
1581408000000 -1.0067626350382306
1581422400000 -1.0053952069569758
1581436800000 -0.9707469176702138
1581451200000 -0.9969586349416099
1581465600000 -0.9792305316480292
1581480000000 -0.9707469176702138
1581494400000 -0.9195460245948277
1581508800000 -0.9031277453478742
1581523200000 -0.9326742111246791
1581537600000 -0.9477813989655259
1581552000000 -0.92735167923358
1581566400000 -0.9565920286476808
1581580800000 -1.0002159668119164
1581595200000 -0.9755100915341263
1581609600000 -1.000759888500605
1581624000000 -1.051537881282181
1581638400000 -1.0106014113453965
1581652800000 -1.0538301458962165
1581667200000 -1.0073101302613237
1581681600000 -0.9923621688254506
1581696000000 -0.9707469176702138
1581710400000 -1.0040296461821618
1581724800000 -1.0103267238007494
1581739200000 -1.0141792326932804
1581753600000 -0.9904756300635316
1581768000000 -1.0186003506987251
1581782400000 -1.0817551716016867
1581796800000 -1.0939232991819783
1581811200000 -1.067986095126349
1581825600000 -1.0735295083006466
1581840000000 -1.0978126084975453
1581854400000 -1.1335143406773744
1581868800000 -1.1257779567408792
1581883200000 -1.0642108619507773
1581897600000 -1.141311043201225
1581912000000 -1.174737679057601
1581926400000 -1.1757093390530766
1581940800000 -1.161232650649777
1581955200000 -1.117489344437799
1581969600000 -1.1089657007476013
1581984000000 -1.117183674253545
1581998400000 -1.1177951080848836
1582012800000 -1.1425641761972924
1582027200000 -1.1372491722830278
1582041600000 -1.0788096613719298
1582056000000 -1.0512517173082723
1582070400000 -1.0575663192321088
1582084800000 -1.0832311866298072
1582099200000 -1.0029385385998273
1582128000000 -0.9699552564598479
1582142400000 -1.0567028855909
1582156800000 -1.0587187250064332
1582171200000 -0.9741847102930576
1582185600000 -0.976571662759085
1582200000000 -0.9055981023354119
1582214400000 -0.8913542465841234
1582228800000 -0.8342500215379457
1582243200000 -0.8196178446138943
1582257600000 -0.753746802688875
1582272000000 -0.8266785731844679
1582286400000 -0.8005096988884447
1582300800000 -0.8698843590599994
1582315200000 -0.8722738464573808
1582329600000 -0.8528465593176202
1582344000000 -0.8446679882011876
1582358400000 -0.8083335903690628
1582372800000 -0.7947370363215785
1582387200000 -0.7934096024983396
1582401600000 -0.799619425070462
1582416000000 -0.8209805520698302
1582430400000 -0.8162191781499395
1582444800000 -0.8435050621485073
1582459200000 -0.8479313943608118
1582473600000 -0.7965096935550985
1582488000000 -0.7778339887271393
1582502400000 -0.8121559671421474
1582516800000 -0.8117055166840805
1582531200000 -0.7657178733947807
1582545600000 -0.7260836808062101
1582560000000 -0.7238125948708305
1582574400000 -0.7040059238948213
1582588800000 -0.7590733306761122
1582603200000 -0.807436326962073
1582617600000 -0.8148629392440417
1582632000000 -0.8869746775401021
1582646400000 -0.9258361447176865
1582660800000 -0.931912112777112
1582675200000 -0.9519179095173061
1582689600000 -0.9755100915341263
1582704000000 -1.0048487588559465
1582718400000 -1.0205407532479542
1582732800000 -0.9821634760248629
1582747200000 -1.0136279647631123
1582761600000 -1.0147308046874075
1582776000000 -0.9853728930615988
1582790400000 -0.9834994815676051
1582804800000 -0.9931717762101128
1582819200000 -0.9452047420387973
1582833600000 -0.9771028712709124
1582848000000 -0.9749797282228346
1582862400000 -1.0446924466786793
1582876800000 -1.0674043615439166
1582891200000 -1.030019497202498
1582905600000 -1.0761660998382796
1582920000000 -1.05268335677971
1582934400000 -1.0224849282805588
1582948800000 -1.018877320649256
1582963200000 -1.0427046567298137
1582977600000 -1.067695186033388
1582992000000 -1.0642108619507773
1583006400000 -1.1282470937978004
1583020800000 -1.1083596401229898
1583035200000 -1.1095721289044518
1583049600000 -1.071483621279857
1583064000000 -1.1071486196903961
1583078400000 -1.1453894802270386
1583092800000 -1.1403722229163413
1583107200000 -1.1307223425863433
1583121600000 -1.132582808239263
1583136000000 -1.0720677334459974
1583150400000 -1.0048487588559465
1583164800000 -0.9802960618500675
1583179200000 -0.9829648651421479
1583193600000 -1.0100521116886294
1583208000000 -1.0328245481301066
1583222400000 -0.9718034418044138
1583236800000 -0.9904756300635316
1583251200000 -1.0081319355397351
1583265600000 -0.997229674379507
1583280000000 -0.9281103086794973
1583294400000 -0.9454621091744349
1583308800000 -0.9757753787090473
1583323200000 -0.9480394301887354
1583337600000 -0.9464922406072764
1583352000000 -0.9342001524177229
1583366400000 -0.9140432593336758
1583380800000 -0.9248270628964415
1583395200000 -0.9090668867848355
1583409600000 -0.9357284257666302
1583424000000 -0.9362383696838511
1583438400000 -0.9702190738997107
1583452800000 -0.9752448747178256
1583467200000 -0.9654809760649268
1583481600000 -0.9702190738997107
1583496000000 -1.0089544167375744
1583510400000 -0.9964167763534401
1583524800000 -0.9856408100089483
1583539200000 -0.9999441168714084
1583553600000 -1.0043026091973684
1583568000000 -1.0122511230200661
1583582400000 -1.0133524447172864
1583596800000 -1.0581423561143963
1583611200000 -1.0861897686695525
1583625600000 -1.1086626245216111
1583640000000 -1.0993125337825032
1583654400000 -1.1083596401229898
1583668800000 -1.1744140020843916
1583683200000 -1.161232650649777
1583697600000 -1.236495996031496
1583712000000 -1.2458370084246349
1583726400000 -1.2662028808620702
1583740800000 -1.2935328810385796
1583755200000 -1.3394107752210402
1583769600000 -1.3119292791645838
1583784000000 -1.2776193444942345
1583798400000 -1.2729656758128873
1583812800000 -1.2776193444942345
1583827200000 -1.2303167796655379
1583841600000 -1.3089630181835672
1583856000000 -1.2330583852210326
1583870400000 -1.2658482080440236
1583884800000 -1.2598379371673314
1583899200000 -1.2909841813155656
1583913600000 -1.2909841813155656
1583928000000 -1.3356012468043725
1583942400000 -1.3023209273437122
1583956800000 -1.3071135632454494
1583971200000 -1.4101773015832226
1583985600000 -1.4889917593582331
1584000000000 -1.7492748576218997
1584014400000 -1.6884811197745533
1584028800000 -1.7109170813839543
1584043200000 -2.007679175452945
1584057600000 -1.987774353154012
1584072000000 -1.8957875396521027
1584086400000 -1.8740547119548852
1584100800000 -1.9449106487222299
1584115200000 -1.9484132792734319
1584129600000 -1.8792800667575502
1584144000000 -1.8146187633741377
1584158400000 -1.8727526284375868
1584172800000 -1.870153536656067
1584187200000 -1.8865098057738656
1584201600000 -1.8257299887992084
1584216000000 -1.9152839555135526
1584230400000 -1.9017975744369924
1584244800000 -1.888490658187827
1584259200000 -1.8721022219105936
1584273600000 -1.9118952704680356
1584288000000 -1.9146052992269007
1584302400000 -1.9166426513747452
1584316800000 -1.9220959709560583
1584331200000 -2.0866675867715756
1584345600000 -2.137070654516472
1584360000000 -2.0310324024721482
1584374400000 -2.0907047339585465
1584388800000 -2.066722769272061
1584403200000 -2.0069348508930878
1584417600000 -1.974001029221839
1584432000000 -1.987774353154012
1584446400000 -1.981226494182881
1584460800000 -1.9718435310818179
1584475200000 -1.973281345851445
1584489600000 -1.9646853043816475
1584504000000 -2.0317948882124828
1584518400000 -2.022683207861227
1584532800000 -1.9899665352522333
1584547200000 -1.989235273793687
1584561600000 -1.9597048600775024
1584576000000 -1.9393318336951906
1584590400000 -1.8740547119548852
1584604800000 -1.8740547119548852
1584619200000 -1.8611095473628483
1584633600000 -1.8030226615067657
1584648000000 -1.8489649429988342
1584662400000 -1.8313322443478781
1584676800000 -1.7159101569446171
1584691200000 -1.758518135448253
1584705600000 -1.767847649181742
1584720000000 -1.863685208799644
1584734400000 -1.8464268705703633
1584748800000 -1.8401097301691016
1584763200000 -1.8662675214031166
1584777600000 -1.8792800667575502
1584792000000 -1.8566180415765514
1584806400000 -1.8721022219105936
1584820800000 -1.8773173575897015
1584835200000 -1.8269722249837996
1584849600000 -1.8445275347667107
1584864000000 -1.874706390048981
1584878400000 -1.863685208799644
1584892800000 -1.9031380572114442
1584907200000 -1.9275791923705898
1584921600000 -1.8971199848858813
1584936000000 -1.9085180298382507
1584950400000 -1.9220959709560583
1584964800000 -1.876663976318499
1584979200000 -1.864975531559314
1584993600000 -1.8357113567572378
1585008000000 -1.8611095473628483
1585022400000 -1.8553384508709263
1585036800000 -1.830084583549723
e
1580716800000 -1.3833724443278252
1580731200000 -1.3810171487523157
1580745600000 -1.3770566478819597
1580760000000 -1.3715292610716148
1580774400000 -1.3682685126576142
1580788800000 -1.3584496673158077
1580803200000 -1.3484880813796731
1580817600000 -1.3411121216131043
1580832000000 -1.3321212009647914
1580846400000 -1.324043457345713
1580860800000 -1.317710129321054
1580875200000 -1.3157563470848916
1580889600000 -1.3155434692549983
1580904000000 -1.3112545836360927
1580918400000 -1.3086488683024726
1580932800000 -1.306148201439953
1580947200000 -1.3040778560548403
1580961600000 -1.3012215187622491
1580976000000 -1.2958447764906902
1580990400000 -1.2909499016923598
1581004800000 -1.2848885127372278
1581019200000 -1.27935762751511
1581033600000 -1.27488821163638
1581048000000 -1.2685353075869013
1581062400000 -1.2590410347896168
1581076800000 -1.2472836238677658
1581091200000 -1.2350458274687515
1581105600000 -1.2255024986084653
1581120000000 -1.2216135490869
1581134400000 -1.2160992462364626
1581148800000 -1.2099384788280108
1581163200000 -1.2042131085222194
1581177600000 -1.1977180475026112
1581192000000 -1.1953030342192819
1581206400000 -1.192388442895526
1581220800000 -1.1868785369988604
1581235200000 -1.177138392662291
1581249600000 -1.1689001553303067
1581264000000 -1.1584660171554568
1581278400000 -1.147414493475734
1581292800000 -1.140043670688356
1581307200000 -1.1365887946400615
1581321600000 -1.1396618874221711
1581336000000 -1.133922207233273
1581350400000 -1.125558138681119
1581364800000 -1.112260602715965
1581379200000 -1.102269730387331
1581393600000 -1.098048178636822
1581408000000 -1.0858767728236765
1581422400000 -1.075145897374783
1581436800000 -1.0612260334141737
1581451200000 -1.0526570469511651
1581465600000 -1.042866844910747
1581480000000 -1.0332508546120092
1581494400000 -1.0180902106097183
1581508800000 -1.002761881908139
1581523200000 -0.993416859137011
1581537600000 -0.9873321311141464
1581552000000 -0.9793347375300709
1581566400000 -0.9763023763457523
1581580800000 -0.9794908550745742
1581595200000 -0.9789600866025145
1581609600000 -0.9818667268555934
1581624000000 -0.9911562141124718
1581638400000 -0.9937489070768618
1581652800000 -1.0017597389194424
1581667200000 -1.00249979109836
1581681600000 -1.0011481081286389
1581696000000 -0.9970946160675156
1581710400000 -0.9980192867494685
1581724800000 -0.999660278356306
1581739200000 -1.0015961389345693
1581753600000 -1.000113404418431
1581768000000 -1.002578330589137
1581782400000 -1.0131352427241436
1581796800000 -1.0239069835851882
1581811200000 -1.0297841984573428
1581825600000 -1.03561690643645
1581840000000 -1.0439096667112626
1581854400000 -1.0558569565734108
1581868800000 -1.06517975659574
1581883200000 -1.0650505706430784
1581897600000 -1.0752186336508314
1581912000000 -1.0884878397050675
1581926400000 -1.1001173729514686
1581940800000 -1.1082660766445764
1581955200000 -1.1094958456836728
1581969600000 -1.1094251596921967
1581984000000 -1.1104596283003765
1581998400000 -1.1114376922716442
1582012800000 -1.1155878901283973
1582027200000 -1.118476061082348
1582041600000 -1.1131872077876257
1582056000000 -1.1049291423903786
1582070400000 -1.0986140993026094
1582084800000 -1.096563044279569
1582099200000 -1.0840797768556036
1582128000000 -1.0688631741361696
1582142400000 -1.0672418023301338
1582156800000 -1.066105392020307
1582171200000 -1.0538493011233405
1582185600000 -1.0435456160081065
1582200000000 -1.0251526141850804
1582214400000 -1.007312831838286
1582228800000 -0.9842377904649073
1582243200000 -0.962288464351439
1582257600000 -0.9344829094630972
1582272000000 -0.92010899795928
1582286400000 -0.9041624247498354
1582300800000 -0.8995920159911907
1582315200000 -0.8959495933866827
1582329600000 -0.8902025221774744
1582344000000 -0.8841312509806362
1582358400000 -0.8740248962324264
1582372800000 -0.8634531815776467
1582387200000 -0.8541140377004057
1582401600000 -0.8468480893497466
1582416000000 -0.8433990843790911
1582430400000 -0.8397750968818709
1582444800000 -0.8402724255840891
1582459200000 -0.8412936214209855
1582473600000 -0.8353224310388673
1582488000000 -0.8276573053973035
1582502400000 -0.8255904602966161
1582516800000 -0.8237391344816114
1582531200000 -0.8160029663367008
1582545600000 -0.8040137282659687
1582560000000 -0.7933202438132836
1582574400000 -0.7814116678241553
1582588800000 -0.7784332228710829
1582603200000 -0.7823003034165482
1582617600000 -0.7866419881935475
1582632000000 -0.8000196801064214
1582646400000 -0.8167952087212568
1582660800000 -0.8321441292620375
1582675200000 -0.8481139666294066
1582689600000 -0.8651001166167025
1582704000000 -0.8837332689152684
1582718400000 -0.9019742668262931
1582732800000 -0.9126661613861025
1582747200000 -0.9261277351697038
1582761600000 -0.9379414777720643
1582776000000 -0.9442656664773357
1582790400000 -0.949496841822705
1582804800000 -0.9553201664076927
1582819200000 -0.9539714431585067
1582833600000 -0.9570556335734941
1582848000000 -0.9594455128600728
1582862400000 -0.9708117707025538
1582876800000 -0.9836907828147355
1582891200000 -0.9898679447331039
1582905600000 -1.001374365413794
1582920000000 -1.008215564262583
1582934400000 -1.0101181461316464
1582948800000 -1.0112860360673277
1582963200000 -1.0154751854889925
1582977600000 -1.0224378522282453
1582992000000 -1.0280075868579164
1583006400000 -1.041372854449901
1583020800000 -1.0503044258729795
1583035200000 -1.0582067862771758
1583049600000 -1.0599770309442
1583064000000 -1.0662665761103596
1583078400000 -1.07681629665925
1583092800000 -1.0852904201601956
1583107200000 -1.0913480098170154
1583121600000 -1.0968459829399817
1583136000000 -1.0935422163407837
1583150400000 -1.0817164220094722
1583164800000 -1.0681937073215515
1583179200000 -1.056829861697631
1583193600000 -1.0505928283630974
1583208000000 -1.048223724332032
1583222400000 -1.0380343533283496
1583236800000 -1.031693190226374
1583251200000 -1.0285516896014888
1583265600000 -1.0243754209052247
1583280000000 -1.0115400726084611
1583294400000 -1.0027296774839243
1583308800000 -0.9991357709806075
1583323200000 -0.9923229255416912
1583337600000 -0.986212167550436
1583352000000 -0.9792772321994075
1583366400000 -0.9705793691506434
1583380800000 -0.9644790616500831
1583395200000 -0.9570907716680501
1583409600000 -0.9542424588811942
1583424000000 -0.9518419136548818
1583438400000 -0.9542922016875257
1583452800000 -0.9570858914248991
1583467200000 -0.9582052360435696
1583481600000 -0.9598070810910551
1583496000000 -0.9663600591772576
1583510400000 -0.9703676214674153
1583524800000 -0.9724040466062864
1583539200000 -0.9760760559749694
1583553600000 -0.9798395964046226
1583568000000 -0.9841611332866818
1583582400000 -0.9880533081440956
1583596800000 -0.9973985145401358
1583611200000 -1.009237348424058
1583625600000 -1.0224940519037318
1583640000000 -1.0327365161542346
1583654400000 -1.0428195993500686
1583668800000 -1.060365519714645
1583683200000 -1.073814470505996
1583697600000 -1.0955053405760626
1583712000000 -1.1155495629558723
1583726400000 -1.135636672010032
1583740800000 -1.156689499880505
1583755200000 -1.1810523365925765
1583769600000 -1.1985025956021775
1583784000000 -1.2090514954544518
1583798400000 -1.2175733861689098
1583812800000 -1.2255795139456198
1583827200000 -1.2262111493749424
1583841600000 -1.2372447318827589
1583856000000 -1.236686552327862
1583870400000 -1.240574773090017
1583884800000 -1.2431431949669922
1583899200000 -1.249521993146802
1583913600000 -1.2550502849026373
1583928000000 -1.265790413156202
1583942400000 -1.2706611483812034
1583956800000 -1.275521470363103
1583971200000 -1.2934755811924523
1583985600000 -1.31954440494789
1584000000000 -1.376841798637758
1584014400000 -1.418393708122664
1584028800000 -1.4573968245575029
1584043200000 -1.530767804676895
1584057600000 -1.591702011140511
1584072000000 -1.63224674827539
1584086400000 -1.6644878100993228
1584100800000 -1.7018775219157103
1584115200000 -1.7347489562300733
1584129600000 -1.7540197709670702
1584144000000 -1.762099636621346
1584158400000 -1.7768533688635113
1584172800000 -1.789293391235852
1584187200000 -1.8022555798409203
1584201600000 -1.8053855010353588
1584216000000 -1.820038628299118
1584230400000 -1.8309398211175014
1584244800000 -1.8386132660602115
1584259200000 -1.8430784601735957
1584273600000 -1.8522540348795211
1584288000000 -1.860567536792505
1584302400000 -1.8680442187368036
1584316800000 -1.8752511190327044
1584331200000 -1.9034399813978873
1584345600000 -1.9345907378136986
1584360000000 -1.9474496264348253
1584374400000 -1.9665503074379882
1584388800000 -1.9799066356825314
1584403200000 -1.9835103977106057
1584417600000 -1.9822424819121034
1584432000000 -1.9829800647443578
1584446400000 -1.982746255336161
1584460800000 -1.9812925587689154
1584475200000 -1.980224397046586
1584489600000 -1.9781525180245942
1584504000000 -1.9853048340496462
1584518400000 -1.9902886172245238
1584532800000 -1.9902456729615516
1584547200000 -1.990110953072503
1584561600000 -1.9860568073398364
1584576000000 -1.9798268108538837
1584590400000 -1.9657238643340174
1584604800000 -1.9535013106834664
1584619200000 -1.941182408907384
1584633600000 -1.9227611092539683
1584648000000 -1.9129216204199504
1584662400000 -1.9020430369436743
1584676800000 -1.8772253196104667
1584691200000 -1.861397695055505
1584705600000 -1.84892435560567
1584720000000 -1.8508924693648667
1584734400000 -1.8502970561922663
1584748800000 -1.8489387460558444
1584763200000 -1.8512492494354806
1584777600000 -1.85498669174509
1584792000000 -1.8552042050559516
1584806400000 -1.8574572739699038
1584820800000 -1.8601052851192104
1584835200000 -1.8556875437678224
1584849600000 -1.854199542567674
1584864000000 -1.8569337888985151
1584878400000 -1.8578339782186657
1584892800000 -1.8638745220843695
1584907200000 -1.8723684781225325
1584921600000 -1.8756686790243124
1584936000000 -1.880048592466171
1584950400000 -1.885654909598156
1584964800000 -1.8844561184942017
1584979200000 -1.8818587069028834
1584993600000 -1.875705726883464
1585008000000 -1.8737595696140485
1585022400000 -1.871303420448299
1585036800000 -1.8658075755284889
e
1580716800000 -1.388478517379014
1580731200000 -1.3864084455728765
1580745600000 -1.3832179861775826
1580760000000 -1.378889191689109
1580774400000 -1.375996869532518
1580788800000 -1.3685996243562952
1580803200000 -1.3608849105779772
1580817600000 -1.3547288626281981
1580832000000 -1.347360803912067
1580846400000 -1.340467832994761
1580860800000 -1.3346565297371256
1580875200000 -1.33178382362919
1580889600000 -1.3301816363320536
1580904000000 -1.3259266536757945
1580918400000 -1.322816205035626
1580932800000 -1.319823265199076
1580947200000 -1.3171684784583972
1580961600000 -1.3140309191767614
1580976000000 -1.3092004675902882
1580990400000 -1.3046488992187357
1581004800000 -1.299270770610566
1581019200000 -1.294192234516091
1581033600000 -1.2897963048714132
1581048000000 -1.2841094981799472
1581062400000 -1.2762202948551582
1581076800000 -1.2666421274024833
1581091200000 -1.2565383113545445
1581105600000 -1.2480776340510957
1581120000000 -1.2433737925188801
1581134400000 -1.2376358366270384
1581148800000 -1.2314774415403142
1581163200000 -1.2256156924488835
1581177600000 -1.2192415523058173
1581192000000 -1.2156382700850739
1581206400000 -1.2118023909219864
1581220800000 -1.2062807325354907
1581235200000 -1.1978758890754087
1581249600000 -1.1903736821296813
1581264000000 -1.1813073582105222
1581278400000 -1.1716957428784327
1581292800000 -1.1644627955777025
1581307200000 -1.159887277827561
1581321600000 -1.1598645244346812
1581336000000 -1.1541145027592954
1581350400000 -1.1465760655168244
1581364800000 -1.1355988431009734
1581379200000 -1.1266652264782675
1581393600000 -1.1215691233673806
1581408000000 -1.1111321698829124
1581422400000 -1.1015197187078272
1581436800000 -1.0896312822498624
1581451200000 -1.0812064961309302
1581465600000 -1.0719359539052118
1581480000000 -1.062736950611121
1581494400000 -1.0497195937005488
1581508800000 -1.0363930620321238
1581523200000 -1.0269640755859923
1581537600000 -1.0197656504386772
1581552000000 -1.0113643803291228
1581566400000 -1.00638507563081
1581580800000 -1.005824247556365
1581595200000 -1.003068415190707
1581609600000 -1.0028585491279705
1581624000000 -1.0072839429601714
1581638400000 -1.007585530995192
1581652800000 -1.011789586895285
1581667200000 -1.0113823635649248
1581681600000 -1.0096532549522452
1581696000000 -1.0061163151993333
1581710400000 -1.005926618015954
1581724800000 -1.0063266276327536
1581739200000 -1.0070405008200742
1581753600000 -1.0055346034785704
1581768000000 -1.0067223986804026
1581782400000 -1.0135435598550646
1581796800000 -1.020850808884784
1581811200000 -1.0251358349067445
1581825600000 -1.0295352597607357
1581840000000 -1.035742291464082
1581854400000 -1.0446306595743813
1581868800000 -1.0520076865895174
1581883200000 -1.0531170661678138
1581897600000 -1.0611347004435783
1581912000000 -1.0714622439539438
1581926400000 -1.0809392525993196
1581940800000 -1.0882386524220884
1581955200000 -1.0908978062416983
1581969600000 -1.0925403421058713
1581984000000 -1.094780645028387
1581998400000 -1.096872868942614
1582012800000 -1.1010266241475846
1582027200000 -1.1043195830689885
1582041600000 -1.1020004992783468
1582056000000 -1.0973869736447037
1582070400000 -1.0937669141526496
1582084800000 -1.092809120741482
1582099200000 -1.0846390678195135
1582128000000 -1.0742132667868165
1582142400000 -1.072621413950824
1582156800000 -1.0713575331376977
1582171200000 -1.0625236401518212
1582185600000 -1.0547098240252089
1582200000000 -1.0411542129625
1582214400000 -1.0275360342008295
1582228800000 -1.0099645785042037
1582243200000 -0.992660329968721
1582257600000 -0.9709409183978259
1582272000000 -0.9578261597420661
1582286400000 -0.9435246633008277
1582300800000 -0.9368300901880251
1582315200000 -0.9309613407579664
1582329600000 -0.9238599969906622
1582344000000 -0.9166607234643462
1582358400000 -0.906812802273866
1582372800000 -0.8966240962782034
1582387200000 -0.887240960480034
1582401600000 -0.8792753663518911
1582416000000 -0.8739758377807946
1582430400000 -0.8687252323598077
1582444800000 -0.8664324896133259
1582459200000 -0.8647505718630972
1582473600000 -0.8585468556532792
1582488000000 -0.8512093222963573
1582502400000 -0.8476590172823382
1582516800000 -0.8443905172279511
1582531200000 -0.8372384586976629
1582545600000 -0.827133478889349
1582560000000 -0.8177406712513018
1582574400000 -0.807401148764349
1582588800000 -0.8030077107563275
1582603200000 -0.803410312229577
1582617600000 -0.8044514601399829
1582632000000 -0.811953570812721
1582646400000 -0.8223065320768088
1582660800000 -0.8322706757768363
1582675200000 -0.8431476970259699
1582689600000 -0.8551806419812569
1582704000000 -0.8687868344244104
1582718400000 -0.8825826452265507
1582732800000 -0.8916354480263973
1582747200000 -0.902725676820644
1582761600000 -0.9129079611721679
1582776000000 -0.9194956822530252
1582790400000 -0.9253142094634416
1582804800000 -0.9314830791676844
1582819200000 -0.9327305030650582
1582833600000 -0.9367643547201359
1582848000000 -0.9402384795840175
1582862400000 -0.9497342947744413
1582876800000 -0.9604315735716662
1582891200000 -0.9667577484471964
1582905600000 -0.9767039622100221
1582920000000 -0.9836111798981755
1582934400000 -0.9871451570238468
1582948800000 -0.9900298991716112
1582963200000 -0.9948185134950841
1582977600000 -1.0014436655440209
1582992000000 -1.0071497743082714
1583006400000 -1.0181586215345921
1583020800000 -1.0263587141335373
1583035200000 -1.0339235700218021
1583049600000 -1.0373381201361709
1583064000000 -1.0436845291865549
1583078400000 -1.0529304338265988
1583092800000 -1.0608796873802118
1583107200000 -1.0672290196716783
1583121600000 -1.0731702731778223
1583136000000 -1.073070042293111
1583150400000 -1.066868107435187
1583164800000 -1.0589979214729033
1583179200000 -1.0520858254428347
1583193600000 -1.0482645787379068
1583208000000 -1.0468609395917432
1583222400000 -1.040037530701986
1583236800000 -1.0355319033712174
1583251200000 -1.033040997204719
1583265600000 -1.029785422402427
1583280000000 -1.020542230245797
1583294400000 -1.013716764693855
1583308800000 -1.0102675477861451
1583323200000 -1.0046104461863805
1583337600000 -0.9993269729519165
1583352000000 -0.9934063529033534
1583366400000 -0.986191526215201
1583380800000 -0.9806129386407683
1583395200000 -0.9741087521084107
1583409600000 -0.9706196315318851
1583424000000 -0.967494062272973
1583438400000 -0.9677417906026764
1583452800000 -0.968423889158599
1583467200000 -0.9681563516046288
1583481600000 -0.9683438718132725
1583496000000 -0.9720357395336636
1583510400000 -0.9742521974263705
1583524800000 -0.9752875258429684
1583539200000 -0.9775290341182811
1583553600000 -0.9799629954891071
1583568000000 -0.9828982798101034
1583582400000 -0.9856668402562109
1583596800000 -0.9922555235160458
1583611200000 -1.000795000348183
1583625600000 -1.0106011480003128
1583640000000 -1.0186658194350573
1583654400000 -1.0268198031339602
1583668800000 -1.0402374575839994
1583683200000 -1.0512370205899793
1583697600000 -1.068078745630117
1583712000000 -1.084238587702346
1583726400000 -1.1007807961714118
1583740800000 -1.118303712977518
1583755200000 -1.1384043549996563
1583769600000 -1.1541793481055587
1583784000000 -1.1654011659590746
1583798400000 -1.1751797577639667
1583812800000 -1.1844924474667182
1583827200000 -1.1886582958484289
1583841600000 -1.199595088787987
1583856000000 -1.2026372066455366
1583870400000 -1.2083836613181262
1583884800000 -1.213061322758963
1583899200000 -1.2201452189913815
1583913600000 -1.2265851246572164
1583928000000 -1.2364956812160488
1583942400000 -1.2424797945003818
1583956800000 -1.2483555916590243
1583971200000 -1.2630666561975876
1583985600000 -1.2836053019394644
1584000000000 -1.3259388979105948
1584014400000 -1.3588972817164091
1584028800000 -1.390899081686186
1584043200000 -1.4469699993013458
1584057600000 -1.49613403146977
1584072000000 -1.5324661685772547
1584086400000 -1.5635196725206757
1584100800000 -1.5981915794480896
1584115200000 -1.630029915795848
1584129600000 -1.6526890204287301
1584144000000 -1.6674099061510397
1584158400000 -1.6860774263589076
1584172800000 -1.702811618204104
1584187200000 -1.7195114534377185
1584201600000 -1.7291676839251267
1584216000000 -1.7460873449786198
1584230400000 -1.7602428203839264
1584244800000 -1.7719017147297353
1584259200000 -1.781010851746177
1584273600000 -1.7929094352663457
1584288000000 -1.8039726956263962
1584302400000 -1.814215418876246
1584316800000 -1.8240227417925925
1584331200000 -1.847899545881591
1584345600000 -1.874187828484762
1584360000000 -1.8884464261199787
1584374400000 -1.906833545014394
1584388800000 -1.9213689290378182
1584403200000 -1.929147649206479
1584417600000 -1.9332252292078753
1584432000000 -1.938184240475706
1584446400000 -1.9420971726309035
1584460800000 -1.944801387035532
1584475200000 -1.947390474200615
1584489600000 -1.9489627314897997
1584504000000 -1.956492927555498
1584518400000 -1.9625102257651097
1584532800000 -1.9650062539003026
1584547200000 -1.9672088920724284
