dt,S1,S2,lret1,lret2,ratio,rma1,rma2,rstd2,zscore,sig,absZ,zsign,pos,count_S1,count_S1,count_S2,pnl_S1,pnl_S2,pnl
2022-09-09,0.5022719999999999,39.1424,-0.6826764174427943,10.831787984202442,0.012831916285153693,0.01292070668194573,0.01353616706019862,0.0007586817978855298,-0.8112233349583428,0,0.8112233349583428,-1,,0.0,0.0,0.0,,,0.0
2022-09-10,0.512045,39.2708,-0.7435884132530642,10.708642224725471,0.013038822738523278,0.013015718597434481,0.013500986656368546,0.0007649016710059825,-0.6344188767372549,0,0.6344188767372549,-1,,0.0,0.0,0.0,,,0.0
2022-09-11,0.509902,38.511,-0.7617950398544329,10.492084683217898,0.013240424813689594,0.01297625579604221,0.013486289598841263,0.00076704748310836,-0.6649311992162563,0,0.6649311992162563,-1,,0.0,0.0,0.0,,,0.0
2022-09-12,0.501226,38.4554,-0.7441702563845795,10.5330021215659,0.013033956219412618,0.013011936877647318,0.013459494239967151,0.0007733092275475947,-0.5787560090795472,0,0.5787560090795472,-1,,0.0,0.0,0.0,,,0.0
2022-09-13,0.463912,35.2972,-0.6716566109764154,9.671792966610365,0.01314302550910554,0.013057629113176945,0.013468468513241062,0.0007682758279326044,-0.5347550777038855,0,0.5347550777038855,-1,,0.0,0.0,0.0,,,0.0
2022-09-14,0.48090099999999997,39.2294,-0.6261239351138925,11.007733297145268,0.012258688636583786,0.012942983583462964,0.013455084984683873,0.0007876387843495784,-0.6501729109794872,0,0.6501729109794872,-1,,0.0,0.0,0.0,,,0.0
2022-09-15,0.46621199999999996,35.6741,-0.6368199913079481,9.721982531491161,0.013068640834667165,0.01294894720269174,0.013471909356800713,0.000774874184746307,-0.6748994409720714,0,0.6748994409720714,-1,,0.0,0.0,0.0,,,0.0
2022-09-16,0.474676,34.0593,-0.6220243561112867,9.528609669123506,0.013936751489314225,0.013088212537816668,0.013487616849867129,0.0007812475038220322,-0.5112391528887944,0,0.5112391528887944,-1,,0.0,0.0,0.0,,,0.0
2022-09-17,0.485965,34.4446,-0.6521944994219638,9.762923247595511,0.014108597574075472,0.013303140808749236,0.01349916188649355,0.0007889831725525322,-0.24844772938584098,0,0.24844772938584098,-1,,0.0,0.0,0.0,-1.164727189458118,-6.871901159796226,-8.036628349254345
2022-09-18,0.45038000000000006,29.5391,-0.62412464663464,8.345905699173532,0.015246910027725965,0.013723917712473322,0.013589649818069607,0.0008800242650335024,0.15257294570008606,0,0.15257294570008606,1,,0.0,0.0,0.0,6.243104273788946,8.348484942506612,14.591589216295558
2022-09-19,0.45392499999999997,30.3824,-0.5690682079280973,8.97370325314046,0.014940393122333981,0.01426025860962336,0.013635044139895497,0.0009262710701781766,0.6749800245921505,0,0.6749800245921505,1,,0.0,0.0,0.0,,,0.0
2022-09-20,0.443718,29.1238,-0.5617940164979227,8.53103823758582,0.015235580521772572,0.014693646547044442,0.013709272873555814,0.0009931251923877662,0.9911878996059933,0,0.9911878996059933,1,,0.0,0.0,0.0,,,0.0
2022-09-21,0.438671,27.721,-0.5398588805517177,8.222020452863406,0.015824501280617582,0.015071196505305116,0.013805353005865842,0.0011000413329465887,1.150723578766413,-1,1.150723578766413,1,-1.0,-227.96127393878328,-227.96127393878328,-3.6073734713754915,,,0.0
2022-09-22,0.458455,28.6052,-0.5563736612678403,8.610343736675649,0.016026981108329955,0.015454873212156012,0.01390675074572396,0.0012070891432029972,1.282525383605163,-1,1.282525383605163,1,,0.0,0.0,0.0,,,0.0
2022-09-23,0.46184699999999995,28.9192,-0.5921926702004606,8.62335967337999,0.01597025505546488,0.015599542217703793,0.013960037031066444,0.0012750628286883501,1.2858230588714588,-1,1.2858230588714588,1,,0.0,0.0,0.0,,,0.0
2022-09-24,0.451042,28.6779,-0.5838568050898445,8.523659123795134,0.01572786012922843,0.015757035619082684,0.013970246123528682,0.0012889828540906484,1.3862011351691295,-1,1.3862011351691295,1,,0.0,0.0,0.0,,,0.0
2022-09-25,0.44637499999999997,28.3789,-0.5606354000658201,8.455848591186403,0.01572911564577908,0.015855742643883987,0.014128513747763662,0.0013014670673326125,1.3271399173091034,-1,1.3271399173091034,1,,0.0,0.0,0.0,,,0.0
2022-09-26,0.447215,28.4723,-0.5544474190020573,8.510255046391022,0.015707020507651295,0.01583224648929073,0.014241977832113678,0.0013365223065461096,1.1898556794661244,-1,1.1898556794661244,1,,0.0,0.0,0.0,,,0.0
2022-09-27,0.44109499999999996,28.1391,-0.5481376051194048,8.402410872562353,0.015675519117526855,0.015761954091130105,0.014382976247420668,0.0013312992330962957,1.0358135942903326,-1,1.0358135942903326,1,,0.0,0.0,0.0,,,0.0
2022-09-28,0.43604899999999996,27.6273,-0.5327448501778671,8.278685899125554,0.01578326510371987,0.015724556100781106,0.014526411286033793,0.0013192481597467153,0.9082027561648044,0,0.9082027561648044,1,,0.0,0.0,0.0,,,0.0
2022-09-29,0.438,27.8066,-0.5277104258930282,8.378499160801764,0.01575165608164968,0.015729315291265356,0.01467239827585859,0.001282915386924002,0.823840002372173,0,0.823840002372173,1,,0.0,0.0,0.0,,,0.0
2022-09-30,0.43475,27.7438,-0.5266273135056198,8.34331395980271,0.015670167749190812,0.0157175257119477,0.014803965526391969,0.0012408049587517552,0.7362641316930026,0,0.7362641316930026,1,,0.0,0.0,0.0,,,0.0
2022-10-01,0.430027,27.5628,-0.5162487335685753,8.294522183535312,0.015601716806710493,0.01569646497175954,0.014922030126043016,0.0011957227393539183,0.6476709192090583,0,0.6476709192090583,1,,0.0,0.0,0.0,,,0.0
2022-10-02,0.419552,26.9331,-0.49715414141279674,8.121021465146171,0.015577560696689204,0.015676873287592014,0.015049210349906842,0.0011170144791047825,0.5619111922239403,0,0.5619111922239403,1,,0.0,0.0,0.0,,,0.0
2022-10-03,0.427652,27.4343,-0.49236455484006214,8.330195669073305,0.015588223501237501,0.015637864967095537,0.01517147024951344,0.0010276378241034982,0.45385125638886914,0,0.45385125638886914,1,,0.0,0.0,0.0,2.511905277531453,14.879087056078527,17.39099233360998
2022-10-04,0.43554499999999996,27.8908,-0.5127403711009494,8.421658935915577,0.01561608128845354,0.015610750008456308,0.015339339882106928,0.0007682697043363488,0.3532745399401521,0,0.3532745399401521,1,,0.0,0.0,0.0,9.331348752003676,13.46269601424768,22.794044766251353
2022-10-05,0.43086599999999997,27.6175,-0.5183929363810095,8.297787412418291,0.015601194894541504,0.01559695543752645,0.015465967585100646,0.000552807704912607,0.2369501207413745,0,0.2369501207413745,1,,0.0,0.0,0.0,10.30538959552013,14.310669008184965,24.616058603705092
2022-10-06,0.428788,27.8292,-0.5092747234853511,8.386205338297296,0.015407844997340922,0.015558181075652534,0.015539522260501981,0.00042071376541175814,0.04435037948494709,0,0.04435037948494709,1,,0.0,0.0,0.0,10.737972812623607,13.653823480133285,24.391796292756894
2022-10-07,0.42394699999999996,27.5231,-0.5006503040042545,8.274921758977214,0.015403315760215964,0.015523332088357886,0.015604258169809005,0.0002565144265103853,-0.3154835482434057,0,0.3154835482434057,-1,,0.0,0.0,0.0,11.745737660553335,14.603565644217458,26.349303304770793
2022-10-08,0.421961,26.9629,-0.4917118894808384,8.133541887726818,0.015649689017130944,0.015535625191536576,0.015624397119279255,0.0002424054987514639,-0.3662125166298155,0,0.3662125166298155,-1,,0.0,0.0,0.0,12.159168973915948,16.34170860507976,28.500877578995706
2022-10-09,0.422878,26.9682,-0.4900987790179432,8.185919659186457,0.01568061642972093,0.015548532219790051,0.0156614082846486,0.00018127482863894068,-0.6226791976914486,0,0.6226791976914486,-1,,0.0,0.0,0.0,,,0.0
2022-10-10,0.401016,24.241,-0.4659338355654718,7.3576671995497795,0.01654288189431129,0.01573686961974401,0.015726773353275537,0.00024436440685638366,0.04131643637613356,0,0.04131643637613356,1,,0.0,0.0,0.0,16.519349667964285,24.78699836797001,41.30634803593429
2022-10-11,0.390768,23.7463,-0.4276512282652018,7.448545084137716,0.016455953137962546,0.015946491247868337,0.015758345946142786,0.00029350702866447995,0.6410248592057677,0,0.6410248592057677,1,,0.0,0.0,0.0,,,0.0
2022-10-12,0.38120299999999996,23.7935,-0.40568993946651727,7.511933830426612,0.01602130834051316,0.016070089763927774,0.015758062307751945,0.0002932363787933159,1.0640816717892905,-1,1.0640816717892905,1,-1.0,-262.3274213476809,-262.3274213476809,-4.202828503582911,,,0.0
2022-10-13,0.376782,22.9796,-0.39068117130389557,7.250429055090442,0.016396368953332522,0.01621942575116809,0.015779368002645327,0.00032339440333186575,1.3607463332356333,-1,1.3607463332356333,1,,0.0,0.0,0.0,,,0.0
2022-10-14,0.36666899999999997,23.1341,-0.37565138504254614,7.380223737844639,0.01584971967787811,0.016253246400799524,0.01578546098007781,0.0003235208178224288,1.445920617629208,-1,1.445920617629208,1,,0.0,0.0,0.0,,,0.0
2022-10-15,0.36408599999999997,22.7606,-0.3628900069840556,7.2455811503816285,0.01599632698610757,0.016143935419158782,0.015798821547094236,0.0003265745866693656,1.0567689163576919,-1,1.0567689163576919,1,,0.0,0.0,0.0,,,0.0
2022-10-16,0.37031000000000003,23.1224,-0.36651104865252476,7.399094669764465,0.016015206033975715,0.016055785998361417,0.015814230823410456,0.00032927465354652046,0.73359784104012,0,0.73359784104012,1,,0.0,0.0,0.0,,,0.0
2022-10-17,0.372422,23.8243,-0.37489073560955355,7.585419640726299,0.015632022766671003,0.015977928883592986,0.015812056005867665,0.0003303808323945166,0.5020656813626742,0,0.5020656813626742,1,,0.0,0.0,0.0,,,0.0
2022-10-18,0.362377,23.4069,-0.3668794699382069,7.382235847942244,0.015481631484733135,0.01579498138987311,0.015796974324918327,0.00033854803748201265,-0.005886712739616737,0,0.005886712739616737,-1,,0.0,0.0,0.0,4.938576034291429,27.37497595393083,32.31355198822226
2022-10-19,0.34966,22.3503,-0.3444687957883608,7.088512944645633,0.015644532735578493,0.015753944001413184,0.01579161815761477,0.0003401463790471874,-0.11075865722021382,0,0.11075865722021382,-1,,0.0,0.0,0.0,27.210275412702707,30.653308428845346,57.86358384154805
2022-10-20,0.340097,21.6724,-0.32365715053545285,6.97570579342919,0.015692632103504918,0.015693205024892652,0.015792741375330474,0.0003397610947989391,-0.2929598237159103,0,0.2929598237159103,-1,,0.0,0.0,0.0,29.20103253741908,32.75664136916766,61.95767390658674
2022-10-21,0.349141,22.0296,-0.3237210001263883,7.161676421510784,0.015848721719867814,0.015659908162071072,0.015805091620988337,0.0003369294218646096,-0.43090169482321244,0,0.43090169482321244,-1,,0.0,0.0,0.0,27.31831713054521,31.648350284519296,58.96666741506451
2022-10-22,0.351265,23.2289,-0.33381342542427295,7.511640675318708,0.015121895569742864,0.015557882722685445,0.01578230836464102,0.00036717357565824903,-0.6112249269388126,0,0.6112249269388126,-1,,0.0,0.0,0.0,,,0.0
2022-10-23,0.362105,23.4519,-0.3461097607780751,7.455942305616423,0.015440326796549535,0.015549621785048725,0.015774913529406624,0.0003727353403888243,-0.6044281825353147,0,0.6044281825353147,-1,,0.0,0.0,0.0,,,0.0
2022-10-24,0.357248,22.665,-0.3516839886369243,7.1839455826117895,0.01576210015442312,0.01557313526881765,0.015782214472705103,0.0003708859572111382,-0.5637290919818466,0,0.5637290919818466,-1,,0.0,0.0,0.0,,,0.0
2022-10-25,0.400047,24.6674,-0.3886498204973614,7.904135805814914,0.01621763947558316,0.015678136743233297,0.015813036701757186,0.0003805396529065201,-0.3544964565283499,0,0.3544964565283499,-1,,0.0,0.0,0.0,16.721069175843628,23.46399915606053,40.18506833190416
2022-10-26,0.402978,25.4856,-0.43984912781129704,7.950628253649484,0.015811987946134285,0.015670789988486592,0.015833243849196856,0.00036842854964363374,-0.4409372207104974,0,0.4409372207104974,-1,,0.0,0.0,0.0,16.11091450340363,20.92535479587213,37.03626929927576
2022-10-27,0.38820099999999996,24.7461,-0.42712333623923254,7.642134636988208,0.015687360836657088,0.015783883041869437,0.015847446103018907,0.0003562569991215034,-0.1784191224487115,0,0.1784191224487115,-1,,0.0,0.0,0.0,19.187084955346933,23.21981520208006,42.40690015742699
2022-10-28,0.40446499999999996,25.4847,-0.42744801085890677,7.942454871481809,0.01587089508607125,0.01586999669977378,0.015858506406465925,0.00035321510686076794,0.03253058287902133,0,0.03253058287902133,1,,0.0,0.0,0.0,15.801361450548546,20.92814724261397,36.729508693162515
2022-10-29,0.419965,25.8869,-0.46395228208747963,7.99452571085401,0.01622307035604881,0.01596219074009892,0.01588562910278232,0.00035960552502768727,0.21290450782341797,0,0.21290450782341797,1,,0.0,0.0,0.0,12.57468201594605,19.68023382087384,32.25491583681989
2022-10-30,0.405713,24.5059,-0.46763546198902894,7.5316166085681955,0.016555727396259677,0.016029808324234222,0.015886271377879742,0.0003608505142883349,0.3977739830510216,0,0.3977739830510216,1,,0.0,0.0,0.0,15.541561712846352,23.96508821028985,39.5066499231362
2022-10-31,0.40552699999999997,24.2517,-0.4495320193777577,7.581229355051112,0.016721590651377016,0.01621172886528277,0.015899553253550462,0.0003868728606647278,0.8069204213392639,0,0.8069204213392639,1,,0.0,0.0,0.0,,,0.0
2022-11-01,0.401223,24.0356,-0.44453501409624363,7.538246863054833,0.016692863918520862,0.016412829481655525,0.015933131032450844,0.0004252373802265051,1.1280721580712565,-1,1.1280721580712565,1,-1.0,-249.23795495273203,-249.23795495273203,-4.1604952653563885,,,0.0
2022-11-02,0.38565000000000005,22.9442,-0.42228865169622515,7.216210017317893,0.016808169384855434,0.016600284341412357,0.015953721054026992,0.00045758712304538917,1.4129840085583671,-1,1.4129840085583671,1,,0.0,0.0,0.0,,,0.0
2022-11-03,0.38952000000000003,24.03,-0.4088053701999274,7.669805321564905,0.016209737827715356,0.01659761783574567,0.015971721961518855,0.00046035347843978035,1.359598446715524,-1,1.359598446715524,1,,0.0,0.0,0.0,,,0.0
2022-11-04,0.421639,25.7846,-0.4472009778852984,8.110142253359804,0.016352357608805254,0.016556943878254782,0.01598952349265374,0.0004681723353219697,1.21199042060189,-1,1.21199042060189,1,,0.0,0.0,0.0,,,0.0
2022-11-05,0.42641799999999996,26.5097,-0.4937646426628993,8.157389451295895,0.016085357435202962,0.016429697235019972,0.015993031062715102,0.0004686374351197522,0.9317782566671995,0,0.9317782566671995,1,,0.0,0.0,0.0,,,0.0
2022-11-06,0.402065,24.8168,-0.47172169263576796,7.571844074097524,0.016201323297121303,0.01633138911074006,0.01602149608923762,0.00046280912154498133,0.6695914299785936,0,0.6695914299785936,1,,0.0,0.0,0.0,,,0.0
2022-11-07,0.404118,25.054,-0.44352934722627885,7.801288306503795,0.01612987946036561,0.0161957311258421,0.016053908488019242,0.000445381874513867,0.3184292984029846,0,0.3184292984029846,1,,0.0,0.0,0.0,-0.7215438795881545,22.26448814451222,21.542944264924067
2022-11-08,0.372288,21.8799,-0.4108919728826233,6.7928197676607605,0.017015068624628083,0.016356797285224642,0.01612243528247172,0.00048293276960044234,0.4852890868160018,0,0.4852890868160018,1,,0.0,0.0,0.0,22.499739783916567,32.11282725924455,54.612567043161114
2022-11-09,0.317116,18.3,-0.3209391781083598,5.930835938538466,0.017328743169398905,0.016552074397343373,0.01620424083576642,0.000541336655323551,0.6425457396175354,0,0.6425457396175354,1,,0.0,0.0,0.0,,,0.0
2022-11-10,0.368897,21.9849,-0.32120241149212814,7.563002505890001,0.016779562335966957,0.016690915377496174,0.01625078286657138,0.0005491208230452323,0.8015221649836072,0,0.8015221649836072,1,,0.0,0.0,0.0,,,0.0
2022-11-11,0.355371,21.503,-0.35635532228443645,6.958098360000913,0.016526577686834396,0.016755966255438792,0.016321016972425956,0.00048298194088364444,0.9005497849817532,0,0.9005497849817532,1,,0.0,0.0,0.0,,,0.0
2022-11-12,0.33977,20.5009,-0.32840934702173336,6.681751638913611,0.016573418727958283,0.016844674108957326,0.01637767156899639,0.0004386616093740694,1.0646077294689755,-1,1.0646077294689755,1,-1.0,-294.3167436795479,-294.3167436795479,-4.877834631650317,,,0.0
2022-11-13,0.329986,19.872,-0.3056879752831371,6.579111190107758,0.016605575684380033,0.016762775520907713,0.016419845345494236,0.0004163434636098072,0.8236713324143062,0,0.8236713324143062,1,,0.0,0.0,0.0,,,0.0
2022-11-14,0.332264,20.4703,-0.29968655784575343,6.847830542602052,0.016231515903528525,0.01654333006773364,0.016420539166891505,0.00041600018036709157,0.29517030673828093,0,0.29517030673828093,1,,0.0,0.0,0.0,2.2091414780586907,36.48641940067886,38.69556087873755
2022-11-15,0.337325,20.5747,-0.3061510345665753,6.815127526422691,0.016395135773547124,0.016466444755249672,0.016449696558262145,0.00039077349246961524,0.042859091801959175,0,0.042859091801959175,1,,0.0,0.0,0.0,29.778087724046053,36.162495578625986,65.94058330267204
2022-11-16,0.33203499999999997,19.9365,-0.30554194057977874,6.592622409163526,0.01665462844531387,0.01649205490694557,0.016498059938694985,0.0003490917177385053,-0.017201874018431155,0,0.017201874018431155,-1,,0.0,0.0,0.0,30.879322189145878,38.142650590447346,69.02197277959323
2022-11-17,0.32501199999999997,19.6642,-0.2947914824441821,6.571046564146901,0.016528106915104604,0.016482992544374832,0.016530920530146653,0.000316344766911418,-0.15150554327090282,0,0.15150554327090282,-1,,0.0,0.0,0.0,32.34132023232093,38.98752086578259,71.32884109810352
